24,64
25,70
25,96
25,10
25,42
25,31
24,98
24,19
23,76
23,34
23,26
23,51
22,93
23,40
23,33
22,80
22,79
23,18
23,59
23,90
23,97
23,45
24,49
24,27
24,35
24,00
24,51
25,66
25,85
26,03
26,30
26,71
27,39
26,51
26,69
27,20
27,09
26,75
26,10
23,70
22,74
22,66
23,02
24,00
24,51
24,59
24,53
25,43
26,25
25,66
26,30
25,66
25,81
25,92
25,62
26,25
26,65
26,45
26,80
26,69
26,39
26,12
26,96
27,18
27,47
28,05
